age,relationship,education,race,sex,hours-per-week,income,income
"(20, 25]", Unmarried, HS-grad, Black, Male,"(30, 40]", <=50K,3
"(20, 25]", Unmarried, HS-grad, Other, Female,"(30, 40]", <=50K,1
"(20, 25]", Unmarried, HS-grad, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Unmarried, HS-grad, White, Female,"(20, 30]", <=50K,6
"(20, 25]", Unmarried, HS-grad, White, Female,"(30, 40]", <=50K,32
"(20, 25]", Unmarried, HS-grad, White, Female,"(40, 50]", <=50K,8
"(20, 25]", Unmarried, HS-grad, White, Female,"(50, 60]", <=50K,1
"(20, 25]", Unmarried, HS-grad, White, Female,"(70, 80]", <=50K,1
"(20, 25]", Unmarried, HS-grad, White, Male,"(10, 20]", <=50K,1
"(20, 25]", Unmarried, HS-grad, White, Male,"(30, 40]", <=50K,14
"(20, 25]", Unmarried, HS-grad, White, Male,"(40, 50]", <=50K,4
"(20, 25]", Unmarried, HS-grad, White, Male,"(50, 60]", <=50K,3
"(20, 25]", Unmarried, Some-college, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(20, 25]", Unmarried, Some-college, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(20, 25]", Unmarried, Some-college, Black, Female,"(20, 30]", <=50K,3
"(20, 25]", Unmarried, Some-college, Black, Female,"(30, 40]", <=50K,7
"(20, 25]", Unmarried, Some-college, Black, Male,"(30, 40]", <=50K,2
"(20, 25]", Unmarried, Some-college, Other, Male,"(30, 40]", <=50K,2
"(20, 25]", Unmarried, Some-college, White, Female,"(10, 20]", <=50K,2
"(20, 25]", Unmarried, Some-college, White, Female,"(20, 30]", <=50K,6
"(20, 25]", Unmarried, Some-college, White, Female,"(30, 40]", <=50K,15
"(20, 25]", Unmarried, Some-college, White, Female,"(40, 50]", <=50K,3
"(20, 25]", Unmarried, Some-college, White, Female,"(60, 70]", <=50K,1
"(20, 25]", Unmarried, Some-college, White, Male,"(10, 20]", <=50K,1
"(20, 25]", Unmarried, Some-college, White, Male,"(30, 40]", <=50K,7
"(20, 25]", Unmarried, Some-college, White, Male,"(40, 50]", <=50K,2
"(20, 25]", Wife, 10th, Black, Female,"(40, 50]", <=50K,1
"(20, 25]", Wife, 10th, White, Female,"(30, 40]", <=50K,4
"(20, 25]", Wife, 11th, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Wife, 12th, White, Female,"(30, 40]", <=50K,1
"(20, 25]", Wife, Assoc-acdm, Amer-Indian-Eskimo, Female,"(40, 50]", >50K,1
"(20, 25]", Wife, Assoc-acdm, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Wife, Assoc-acdm, White, Female,"(30, 40]", <=50K,6
"(20, 25]", Wife, Assoc-acdm, White, Female,"(30, 40]", >50K,1
"(20, 25]", Wife, Assoc-voc, White, Female,"(10, 20]", <=50K,1
"(20, 25]", Wife, Assoc-voc, White, Female,"(30, 40]", >50K,2
"(20, 25]", Wife, Assoc-voc, White, Female,"(40, 50]", <=50K,1
"(20, 25]", Wife, Assoc-voc, White, Female,"(40, 50]", >50K,1
"(20, 25]", Wife, Bachelors, Black, Female,"(30, 40]", <=50K,2
"(20, 25]", Wife, Bachelors, White, Female,"(20, 30]", >50K,1
"(20, 25]", Wife, Bachelors, White, Female,"(30, 40]", <=50K,9
"(20, 25]", Wife, Bachelors, White, Female,"(30, 40]", >50K,2
"(20, 25]", Wife, Bachelors, White, Female,"(40, 50]", <=50K,1
"(20, 25]", Wife, Bachelors, White, Female,"(40, 50]", >50K,1
"(20, 25]", Wife, HS-grad, Black, Female,"(30, 40]", <=50K,1
"(20, 25]", Wife, HS-grad, White, Female,"(20, 30]", <=50K,4
"(20, 25]", Wife, HS-grad, White, Female,"(30, 40]", <=50K,12
"(20, 25]", Wife, HS-grad, White, Female,"(30, 40]", >50K,2
"(20, 25]", Wife, HS-grad, White, Female,"(40, 50]", >50K,1
"(20, 25]", Wife, Masters, White, Female,"(30, 40]", >50K,1
"(20, 25]", Wife, Some-college, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(20, 25]", Wife, Some-college, Amer-Indian-Eskimo, Female,"(40, 50]", <=50K,1
"(20, 25]", Wife, Some-college, Black, Female,"(30, 40]", <=50K,2
"(20, 25]", Wife, Some-college, Black, Female,"(30, 40]", >50K,2
"(20, 25]", Wife, Some-college, Black, Female,"(50, 60]", >50K,1
"(20, 25]", Wife, Some-college, Other, Female,"(30, 40]", <=50K,1
"(20, 25]", Wife, Some-college, White, Female,"(10, 20]", <=50K,4
"(20, 25]", Wife, Some-college, White, Female,"(20, 30]", <=50K,1
"(20, 25]", Wife, Some-college, White, Female,"(30, 40]", <=50K,6
"(20, 25]", Wife, Some-college, White, Female,"(30, 40]", >50K,3
"(20, 25]", Wife, Some-college, White, Female,"(40, 50]", <=50K,4
"(20, 25]", Wife, Some-college, White, Female,"(40, 50]", >50K,1
"(20, 25]", Wife, Some-college, White, Female,"(50, 60]", <=50K,1
"(25, 30]", Husband, 10th, Black, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, 10th, White, Male,"(30, 40]", <=50K,17
"(25, 30]", Husband, 10th, White, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, 10th, White, Male,"(40, 50]", <=50K,2
"(25, 30]", Husband, 10th, White, Male,"(50, 60]", <=50K,3
"(25, 30]", Husband, 10th, White, Male,"(90, 100]", <=50K,1
"(25, 30]", Husband, 11th, Black, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, 11th, White, Male,"(30, 40]", <=50K,19
"(25, 30]", Husband, 11th, White, Male,"(30, 40]", >50K,3
"(25, 30]", Husband, 11th, White, Male,"(40, 50]", <=50K,8
"(25, 30]", Husband, 11th, White, Male,"(40, 50]", >50K,2
"(25, 30]", Husband, 11th, White, Male,"(50, 60]", <=50K,1
"(25, 30]", Husband, 12th, White, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, 12th, White, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, 12th, White, Male,"(40, 50]", <=50K,1
"(25, 30]", Husband, 12th, White, Male,"(70, 80]", <=50K,1
"(25, 30]", Husband, 5th-6th, White, Male,"(40, 50]", <=50K,1
"(25, 30]", Husband, 7th-8th, Other, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, 7th-8th, White, Male,"(20, 30]", <=50K,1
"(25, 30]", Husband, 7th-8th, White, Male,"(30, 40]", <=50K,6
"(25, 30]", Husband, 7th-8th, White, Male,"(40, 50]", <=50K,2
"(25, 30]", Husband, 7th-8th, White, Male,"(50, 60]", <=50K,1
"(25, 30]", Husband, 7th-8th, White, Male,"(70, 80]", <=50K,2
"(25, 30]", Husband, 9th, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, 9th, White, Male,"(10, 20]", <=50K,1
"(25, 30]", Husband, 9th, White, Male,"(30, 40]", <=50K,12
"(25, 30]", Husband, 9th, White, Male,"(40, 50]", <=50K,2
"(25, 30]", Husband, Assoc-acdm, Black, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, Assoc-acdm, White, Male,"(20, 30]", <=50K,1
"(25, 30]", Husband, Assoc-acdm, White, Male,"(30, 40]", <=50K,10
"(25, 30]", Husband, Assoc-acdm, White, Male,"(30, 40]", >50K,3
"(25, 30]", Husband, Assoc-acdm, White, Male,"(40, 50]", >50K,5
"(25, 30]", Husband, Assoc-acdm, White, Male,"(40, 50]", <=50K,4
"(25, 30]", Husband, Assoc-acdm, White, Male,"(50, 60]", <=50K,3
"(25, 30]", Husband, Assoc-acdm, White, Male,"(60, 70]", >50K,2
"(25, 30]", Husband, Assoc-voc, Asian-Pac-Islander, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, Assoc-voc, Black, Male,"(40, 50]", <=50K,1
"(25, 30]", Husband, Assoc-voc, White, Male,"(30, 40]", <=50K,23
"(25, 30]", Husband, Assoc-voc, White, Male,"(30, 40]", >50K,10
"(25, 30]", Husband, Assoc-voc, White, Male,"(40, 50]", <=50K,9
"(25, 30]", Husband, Assoc-voc, White, Male,"(40, 50]", >50K,6
"(25, 30]", Husband, Assoc-voc, White, Male,"(50, 60]", <=50K,8
"(25, 30]", Husband, Assoc-voc, White, Male,"(50, 60]", >50K,2
"(25, 30]", Husband, Assoc-voc, White, Male,"(60, 70]", >50K,3
"(25, 30]", Husband, Assoc-voc, White, Male,"(70, 80]", <=50K,1
"(25, 30]", Husband, Assoc-voc, White, Male,"(80, 90]", <=50K,1
"(25, 30]", Husband, Bachelors, Black, Male,"(30, 40]", >50K,2
"(25, 30]", Husband, Bachelors, Black, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, Bachelors, Black, Male,"(40, 50]", >50K,2
"(25, 30]", Husband, Bachelors, Black, Male,"(50, 60]", >50K,1
"(25, 30]", Husband, Bachelors, Other, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, Bachelors, White, Male,"(10, 20]", <=50K,3
"(25, 30]", Husband, Bachelors, White, Male,"(20, 30]", <=50K,1
"(25, 30]", Husband, Bachelors, White, Male,"(30, 40]", >50K,46
"(25, 30]", Husband, Bachelors, White, Male,"(30, 40]", <=50K,32
"(25, 30]", Husband, Bachelors, White, Male,"(40, 50]", >50K,43
"(25, 30]", Husband, Bachelors, White, Male,"(40, 50]", <=50K,25
"(25, 30]", Husband, Bachelors, White, Male,"(50, 60]", >50K,16
"(25, 30]", Husband, Bachelors, White, Male,"(50, 60]", <=50K,11
"(25, 30]", Husband, Bachelors, White, Male,"(60, 70]", <=50K,3
"(25, 30]", Husband, Bachelors, White, Male,"(60, 70]", >50K,2
"(25, 30]", Husband, Bachelors, White, Male,"(70, 80]", >50K,3
"(25, 30]", Husband, Bachelors, White, Male,"(70, 80]", <=50K,1
"(25, 30]", Husband, Doctorate, White, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, Doctorate, White, Male,"(40, 50]", >50K,1
"(25, 30]", Husband, Doctorate, White, Male,"(70, 80]", >50K,1
"(25, 30]", Husband, HS-grad, Amer-Indian-Eskimo, Male,"(0, 10]", <=50K,1
"(25, 30]", Husband, HS-grad, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,4
"(25, 30]", Husband, HS-grad, Amer-Indian-Eskimo, Male,"(40, 50]", <=50K,3
"(25, 30]", Husband, HS-grad, Amer-Indian-Eskimo, Male,"(60, 70]", <=50K,1
"(25, 30]", Husband, HS-grad, Asian-Pac-Islander, Male,"(30, 40]", <=50K,2
"(25, 30]", Husband, HS-grad, Asian-Pac-Islander, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, HS-grad, Black, Male,"(20, 30]", <=50K,1
"(25, 30]", Husband, HS-grad, Black, Male,"(30, 40]", <=50K,23
"(25, 30]", Husband, HS-grad, Black, Male,"(30, 40]", >50K,3
"(25, 30]", Husband, HS-grad, Black, Male,"(40, 50]", <=50K,3
"(25, 30]", Husband, HS-grad, Black, Male,"(50, 60]", <=50K,2
"(25, 30]", Husband, HS-grad, Black, Male,"(50, 60]", >50K,2
"(25, 30]", Husband, HS-grad, Black, Male,"(70, 80]", >50K,1
"(25, 30]", Husband, HS-grad, Other, Male,"(30, 40]", <=50K,3
"(25, 30]", Husband, HS-grad, Other, Male,"(50, 60]", <=50K,1
"(25, 30]", Husband, HS-grad, White, Male,"(10, 20]", >50K,1
"(25, 30]", Husband, HS-grad, White, Male,"(20, 30]", <=50K,2
"(25, 30]", Husband, HS-grad, White, Male,"(20, 30]", >50K,1
"(25, 30]", Husband, HS-grad, White, Male,"(30, 40]", <=50K,193
"(25, 30]", Husband, HS-grad, White, Male,"(30, 40]", >50K,39
"(25, 30]", Husband, HS-grad, White, Male,"(40, 50]", <=50K,90
"(25, 30]", Husband, HS-grad, White, Male,"(40, 50]", >50K,17
"(25, 30]", Husband, HS-grad, White, Male,"(50, 60]", <=50K,32
"(25, 30]", Husband, HS-grad, White, Male,"(50, 60]", >50K,5
"(25, 30]", Husband, HS-grad, White, Male,"(60, 70]", <=50K,12
"(25, 30]", Husband, HS-grad, White, Male,"(60, 70]", >50K,6
"(25, 30]", Husband, HS-grad, White, Male,"(70, 80]", <=50K,2
"(25, 30]", Husband, HS-grad, White, Male,"(70, 80]", >50K,2
"(25, 30]", Husband, HS-grad, White, Male,"(80, 90]", <=50K,1
"(25, 30]", Husband, HS-grad, White, Male,"(90, 100]", <=50K,3
"(25, 30]", Husband, Masters, Asian-Pac-Islander, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, Masters, White, Male,"(10, 20]", <=50K,3
"(25, 30]", Husband, Masters, White, Male,"(10, 20]", >50K,1
"(25, 30]", Husband, Masters, White, Male,"(20, 30]", <=50K,2
"(25, 30]", Husband, Masters, White, Male,"(30, 40]", >50K,8
"(25, 30]", Husband, Masters, White, Male,"(30, 40]", <=50K,6
"(25, 30]", Husband, Masters, White, Male,"(40, 50]", >50K,7
"(25, 30]", Husband, Masters, White, Male,"(40, 50]", <=50K,3
"(25, 30]", Husband, Masters, White, Male,"(50, 60]", >50K,3
"(25, 30]", Husband, Masters, White, Male,"(50, 60]", <=50K,2
"(25, 30]", Husband, Prof-school, White, Male,"(30, 40]", <=50K,2
"(25, 30]", Husband, Prof-school, White, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, Prof-school, White, Male,"(40, 50]", >50K,2
"(25, 30]", Husband, Prof-school, White, Male,"(40, 50]", <=50K,1
"(25, 30]", Husband, Prof-school, White, Male,"(50, 60]", >50K,3
"(25, 30]", Husband, Prof-school, White, Male,"(50, 60]", <=50K,1
"(25, 30]", Husband, Prof-school, White, Male,"(70, 80]", <=50K,1
"(25, 30]", Husband, Some-college, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(25, 30]", Husband, Some-college, Amer-Indian-Eskimo, Male,"(50, 60]", <=50K,3
"(25, 30]", Husband, Some-college, Amer-Indian-Eskimo, Male,"(50, 60]", >50K,2
"(25, 30]", Husband, Some-college, Asian-Pac-Islander, Male,"(10, 20]", <=50K,1
"(25, 30]", Husband, Some-college, Asian-Pac-Islander, Male,"(40, 50]", >50K,1
"(25, 30]", Husband, Some-college, Black, Male,"(30, 40]", <=50K,7
"(25, 30]", Husband, Some-college, Black, Male,"(30, 40]", >50K,1
"(25, 30]", Husband, Some-college, Black, Male,"(40, 50]", <=50K,1
"(25, 30]", Husband, Some-college, Black, Male,"(60, 70]", <=50K,2
"(25, 30]", Husband, Some-college, Black, Male,"(90, 100]", <=50K,1
"(25, 30]", Husband, Some-college, Other, Male,"(40, 50]", <=50K,1
"(25, 30]", Husband, Some-college, White, Male,"(0, 10]", <=50K,1
"(25, 30]", Husband, Some-college, White, Male,"(10, 20]", <=50K,3
"(25, 30]", Husband, Some-college, White, Male,"(20, 30]", <=50K,6
"(25, 30]", Husband, Some-college, White, Male,"(20, 30]", >50K,1
"(25, 30]", Husband, Some-college, White, Male,"(30, 40]", <=50K,87
"(25, 30]", Husband, Some-college, White, Male,"(30, 40]", >50K,37
"(25, 30]", Husband, Some-college, White, Male,"(40, 50]", <=50K,35
"(25, 30]", Husband, Some-college, White, Male,"(40, 50]", >50K,11
"(25, 30]", Husband, Some-college, White, Male,"(50, 60]", <=50K,18
"(25, 30]", Husband, Some-college, White, Male,"(50, 60]", >50K,8
"(25, 30]", Husband, Some-college, White, Male,"(60, 70]", <=50K,7
"(25, 30]", Husband, Some-college, White, Male,"(70, 80]", <=50K,3
"(25, 30]", Husband, Some-college, White, Male,"(80, 90]", <=50K,1
"(25, 30]", Not-in-family, 10th, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, 10th, Amer-Indian-Eskimo, Male,"(70, 80]", <=50K,1
"(25, 30]", Not-in-family, 10th, Black, Female,"(20, 30]", <=50K,1
"(25, 30]", Not-in-family, 10th, Black, Male,"(10, 20]", <=50K,1
"(25, 30]", Not-in-family, 10th, Black, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, 10th, White, Female,"(20, 30]", <=50K,1
"(25, 30]", Not-in-family, 10th, White, Female,"(30, 40]", <=50K,6
"(25, 30]", Not-in-family, 10th, White, Male,"(20, 30]", <=50K,1
"(25, 30]", Not-in-family, 10th, White, Male,"(30, 40]", <=50K,7
"(25, 30]", Not-in-family, 10th, White, Male,"(40, 50]", <=50K,3
"(25, 30]", Not-in-family, 10th, White, Male,"(70, 80]", <=50K,1
"(25, 30]", Not-in-family, 11th, Black, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, 11th, White, Female,"(30, 40]", <=50K,2
"(25, 30]", Not-in-family, 11th, White, Female,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, 11th, White, Male,"(30, 40]", <=50K,7
"(25, 30]", Not-in-family, 11th, White, Male,"(40, 50]", <=50K,2
"(25, 30]", Not-in-family, 11th, White, Male,"(40, 50]", >50K,1
"(25, 30]", Not-in-family, 11th, White, Male,"(50, 60]", >50K,1
"(25, 30]", Not-in-family, 12th, Black, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, 12th, Black, Male,"(30, 40]", <=50K,2
"(25, 30]", Not-in-family, 12th, Other, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, 12th, White, Female,"(30, 40]", <=50K,2
"(25, 30]", Not-in-family, 12th, White, Male,"(30, 40]", <=50K,6
"(25, 30]", Not-in-family, 12th, White, Male,"(40, 50]", <=50K,2
"(25, 30]", Not-in-family, 7th-8th, White, Male,"(30, 40]", <=50K,4
"(25, 30]", Not-in-family, 7th-8th, White, Male,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, 9th, Black, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, 9th, White, Female,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, 9th, White, Male,"(30, 40]", <=50K,3
"(25, 30]", Not-in-family, Assoc-acdm, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, Black, Female,"(20, 30]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, Black, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, Black, Male,"(30, 40]", <=50K,2
"(25, 30]", Not-in-family, Assoc-acdm, Black, Male,"(30, 40]", >50K,1
"(25, 30]", Not-in-family, Assoc-acdm, Other, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, Other, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, White, Female,"(0, 10]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, White, Female,"(20, 30]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, White, Female,"(30, 40]", <=50K,16
"(25, 30]", Not-in-family, Assoc-acdm, White, Female,"(30, 40]", >50K,2
"(25, 30]", Not-in-family, Assoc-acdm, White, Female,"(40, 50]", <=50K,2
"(25, 30]", Not-in-family, Assoc-acdm, White, Female,"(50, 60]", <=50K,2
"(25, 30]", Not-in-family, Assoc-acdm, White, Female,"(70, 80]", <=50K,2
"(25, 30]", Not-in-family, Assoc-acdm, White, Male,"(30, 40]", <=50K,13
"(25, 30]", Not-in-family, Assoc-acdm, White, Male,"(40, 50]", <=50K,6
"(25, 30]", Not-in-family, Assoc-acdm, White, Male,"(40, 50]", >50K,1
"(25, 30]", Not-in-family, Assoc-acdm, White, Male,"(50, 60]", <=50K,3
"(25, 30]", Not-in-family, Assoc-acdm, White, Male,"(60, 70]", <=50K,1
"(25, 30]", Not-in-family, Assoc-acdm, White, Male,"(60, 70]", >50K,1
"(25, 30]", Not-in-family, Assoc-voc, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Assoc-voc, Asian-Pac-Islander, Female,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, Assoc-voc, Black, Female,"(30, 40]", <=50K,3
"(25, 30]", Not-in-family, Assoc-voc, Black, Male,"(30, 40]", <=50K,3
"(25, 30]", Not-in-family, Assoc-voc, Black, Male,"(30, 40]", >50K,1
"(25, 30]", Not-in-family, Assoc-voc, Black, Male,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, Assoc-voc, Other, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Assoc-voc, White, Female,"(30, 40]", <=50K,19
"(25, 30]", Not-in-family, Assoc-voc, White, Female,"(30, 40]", >50K,1
"(25, 30]", Not-in-family, Assoc-voc, White, Female,"(40, 50]", <=50K,4
"(25, 30]", Not-in-family, Assoc-voc, White, Female,"(50, 60]", <=50K,1
"(25, 30]", Not-in-family, Assoc-voc, White, Female,"(60, 70]", <=50K,1
"(25, 30]", Not-in-family, Assoc-voc, White, Male,"(30, 40]", <=50K,17
"(25, 30]", Not-in-family, Assoc-voc, White, Male,"(40, 50]", <=50K,6
"(25, 30]", Not-in-family, Assoc-voc, White, Male,"(40, 50]", >50K,1
"(25, 30]", Not-in-family, Assoc-voc, White, Male,"(50, 60]", <=50K,3
"(25, 30]", Not-in-family, Assoc-voc, White, Male,"(50, 60]", >50K,1
"(25, 30]", Not-in-family, Bachelors, Amer-Indian-Eskimo, Female,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, Asian-Pac-Islander, Male,"(30, 40]", >50K,1
"(25, 30]", Not-in-family, Bachelors, Black, Female,"(30, 40]", <=50K,9
"(25, 30]", Not-in-family, Bachelors, Black, Female,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, Black, Female,"(50, 60]", <=50K,2
"(25, 30]", Not-in-family, Bachelors, Black, Male,"(10, 20]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, Black, Male,"(30, 40]", <=50K,8
"(25, 30]", Not-in-family, Bachelors, Black, Male,"(40, 50]", >50K,2
"(25, 30]", Not-in-family, Bachelors, Black, Male,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, Black, Male,"(50, 60]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, Other, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, Other, Female,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, Other, Male,"(50, 60]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, White, Female,"(0, 10]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, White, Female,"(10, 20]", <=50K,7
"(25, 30]", Not-in-family, Bachelors, White, Female,"(20, 30]", <=50K,2
"(25, 30]", Not-in-family, Bachelors, White, Female,"(30, 40]", <=50K,89
"(25, 30]", Not-in-family, Bachelors, White, Female,"(30, 40]", >50K,5
"(25, 30]", Not-in-family, Bachelors, White, Female,"(40, 50]", <=50K,31
"(25, 30]", Not-in-family, Bachelors, White, Female,"(40, 50]", >50K,5
"(25, 30]", Not-in-family, Bachelors, White, Female,"(50, 60]", <=50K,11
"(25, 30]", Not-in-family, Bachelors, White, Female,"(50, 60]", >50K,1
"(25, 30]", Not-in-family, Bachelors, White, Female,"(60, 70]", <=50K,1
"(25, 30]", Not-in-family, Bachelors, White, Female,"(70, 80]", <=50K,3
"(25, 30]", Not-in-family, Bachelors, White, Male,"(0, 10]", <=50K,2
"(25, 30]", Not-in-family, Bachelors, White, Male,"(10, 20]", <=50K,3
"(25, 30]", Not-in-family, Bachelors, White, Male,"(20, 30]", <=50K,4
"(25, 30]", Not-in-family, Bachelors, White, Male,"(30, 40]", <=50K,69
"(25, 30]", Not-in-family, Bachelors, White, Male,"(30, 40]", >50K,4
"(25, 30]", Not-in-family, Bachelors, White, Male,"(40, 50]", <=50K,50
"(25, 30]", Not-in-family, Bachelors, White, Male,"(40, 50]", >50K,14
"(25, 30]", Not-in-family, Bachelors, White, Male,"(50, 60]", <=50K,11
"(25, 30]", Not-in-family, Bachelors, White, Male,"(50, 60]", >50K,6
"(25, 30]", Not-in-family, Bachelors, White, Male,"(60, 70]", <=50K,5
"(25, 30]", Not-in-family, Bachelors, White, Male,"(60, 70]", >50K,2
"(25, 30]", Not-in-family, Bachelors, White, Male,"(70, 80]", >50K,1
"(25, 30]", Not-in-family, Doctorate, White, Female,"(10, 20]", <=50K,1
"(25, 30]", Not-in-family, Doctorate, White, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, Doctorate, White, Female,"(50, 60]", >50K,1
"(25, 30]", Not-in-family, Doctorate, White, Female,"(60, 70]", <=50K,1
"(25, 30]", Not-in-family, Doctorate, White, Male,"(50, 60]", <=50K,2
"(25, 30]", Not-in-family, Doctorate, White, Male,"(70, 80]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Female,"(0, 10]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Female,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Male,"(20, 30]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Male,"(30, 40]", >50K,2
"(25, 30]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Asian-Pac-Islander, Male,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Asian-Pac-Islander, Male,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Black, Female,"(30, 40]", <=50K,10
"(25, 30]", Not-in-family, HS-grad, Black, Female,"(40, 50]", <=50K,3
"(25, 30]", Not-in-family, HS-grad, Black, Male,"(30, 40]", <=50K,18
"(25, 30]", Not-in-family, HS-grad, Black, Male,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Other, Female,"(30, 40]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Other, Male,"(20, 30]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, Other, Male,"(30, 40]", <=50K,2
"(25, 30]", Not-in-family, HS-grad, Other, Male,"(40, 50]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, White, Female,"(0, 10]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, White, Female,"(10, 20]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, White, Female,"(20, 30]", <=50K,7
"(25, 30]", Not-in-family, HS-grad, White, Female,"(30, 40]", <=50K,67
"(25, 30]", Not-in-family, HS-grad, White, Female,"(40, 50]", <=50K,21
"(25, 30]", Not-in-family, HS-grad, White, Female,"(40, 50]", >50K,1
"(25, 30]", Not-in-family, HS-grad, White, Female,"(50, 60]", <=50K,6
"(25, 30]", Not-in-family, HS-grad, White, Female,"(60, 70]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, White, Male,"(10, 20]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, White, Male,"(20, 30]", <=50K,8
"(25, 30]", Not-in-family, HS-grad, White, Male,"(30, 40]", <=50K,100
"(25, 30]", Not-in-family, HS-grad, White, Male,"(30, 40]", >50K,1
"(25, 30]", Not-in-family, HS-grad, White, Male,"(40, 50]", <=50K,36
"(25, 30]", Not-in-family, HS-grad, White, Male,"(40, 50]", >50K,5
"(25, 30]", Not-in-family, HS-grad, White, Male,"(50, 60]", <=50K,15
"(25, 30]", Not-in-family, HS-grad, White, Male,"(60, 70]", <=50K,5
"(25, 30]", Not-in-family, HS-grad, White, Male,"(60, 70]", >50K,1
"(25, 30]", Not-in-family, HS-grad, White, Male,"(70, 80]", <=50K,1
"(25, 30]", Not-in-family, HS-grad, White, Male,"(70, 80]", >50K,1
"(25, 30]", Not-in-family, HS-grad, White, Male,"(90, 100]", <=50K,2
